id,text,rate
1.38737E+18,"Vaccine envy: Why can't Canada make COVID-19 doses at home?

via @CBCPolitics 

https://t.co/ASDOy3Ui4p https://t.co/sZhZTutGb3",neutral
1.38737E+18,"Anyone aged 16 or over and lives with or is part of a bubble with a severely immunosuppressed adult and has not had a COVOD-19 vaccine can now apply for a COVID-19 vaccine.

There is a form to fill out in the link below:

https://t.co/btzZM69L13",neutral
1.38737E+18,"""We now have more time to be able to devote to making the vaccine available to patients through their physician offices,"" said Dr. Mary Clarke, President of the Oklahoma State Medical Association.

https://t.co/jYgXdn8zc9",positive
1.38737E+18,One in four people experience mild side effects from #Covishield #COVID19vaccine: Lancet study https://t.co/lOWSvAvfiP,negative
1.38737E+18,â€œover half of UK adults likely to have antibodiesâ€ did they get this number after vaccinating people? ;-) https://t.co/DbjXKroN9y,neutral
1.38737E+18,"@Boristhespider0 @Keir_Starmer 2013 Starmer issued guidelines on child sex abuse to make prosecutions more likelyÂ 

Grooming gang trials

2013 Oxford 7 jailed
2014 Bristol, 13
2015 Aylesbury, 6
2015 Peterborough, 4
2017 Newcastle, 18
2018 Huddersfield, over 30
2019 Oxford, 3
2019 Bradford, 9
2020 Sheffield, 5",irrelevant 
1.38737E+18,A few people were claiming that the covid vaccines contained human embryonic tissue and bovine tissue. This is false. Please do not be held back by this . Please get your vaccine. #COVID19India,positive
1.38737E+18,"Ochsner Health is hosting Vax Fest 2.0 at The Shrine on Airline today from 6 am to midnight 

There are 5K doses of Moderna for those getting their 2nd shot 
There are 500 doses for 1st shots 

Appointments are preferred, but walk-inâ€™s will be accommodated as supply allows
@WWLTV",positive
1.38737E+18,BRICS ... Russia says Brazil refusal to import Sputnik V â€˜Politicalâ€™ https://t.co/JEjNBCFckH via @AJEnglish,irrelevant 
1.38737E+18,@tonykatz especially when the vaccine has a 100% success rate of stopping death &amp; serious disease (hospitalization) &amp; P &amp; M's vaccines have ~95% success in stopping lightly or asymptomatic Covid. AND there's been no proof vaccinated but positive for Covid people can transmit it,positive
1.38737E+18,"@Venlaura2 @Ruth_Joseph_ @nengiofficial @ozo_chukwu So you don't see all the insults they are pouring on him? that he didn't attend oxford university but some Ukraine university,are you blind or what?",irrelevant 
1.38737E+18,Lifestyle forecasts for Oxford College of Emory University (https://t.co/vsD0Ow5aAX) https://t.co/3pmHEYTeUY,irrelevant 
1.38737E+18,"Vaccine appointments are available at

CVS Pharmacy (Pfizer)
130 Dyckman Street, Manhattan, NY, 10040
(800) 746-7287

https://t.co/yWDdyEdWkP",irrelevant 
1.38737E+18,"Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
1759 Hylan Boulevard, Staten Island, NY, 10305
(800) 925-4733

https://t.co/ZCPYJM5jsj",irrelevant 
1.38737E+18,Not aware whether you are a writer or a Pfizer spokesperson ? @chetan_bhagat https://t.co/R5Y8jg8M3K,irrelevant 
1.38737E+18,@blsanthosh Pfizer is the largest vaccine used as yet. Most countries have approved within bridge study. Logistics could be left to Pfizer &amp; private operators. Just don't come in the way. Innovation will follow. Storage life is different at different temperature. Allow people willing to pay,irrelevant 
1.38737E+18,"In Jan, the same ppl who were desperate 2 embrace #Pfizer despite its refusal to undertake bridging study 4 India, kept vilifying @CovaxinBharat , despite latter being in the midst of 3rd stage trials involving a record 25k ppl. Is there more to this dichotomy than meets the eye?",irrelevant 
1.38737E+18,"If you're due your second dose of the #COVIDVaccine, don't delay in getting it. 

The second dose provides longer-term protection to keep you and your loved ones safe. Find out more âž¡ï¸https://t.co/g9QyyEQRxw https://t.co/gn8HXkfx03",positive
1.38737E+18,I didn't understand #vsafe when I got my vaccines...I wish I had signed up! Please utilize it immediately after you get  vaccinated. It's a great source of understanding for the scientists analyzing the data. #Moderna #Pfizer #JohnsonandJohnson,positive
1.38737E+18,"@CNN should change their name to FNN (FEAR news network). They continue to scare the s%!t out of ppl for ratings. Covid fear seems to be wearing off because of the vaccine. 
https://t.co/GANWrMQb31",positive
1.38737E+18,MPP apparently seeking to take credit for a local solution to the failed vaccine roll out. His government put in place a plan that ignored communities &amp; workplaces leaving people to die &amp; COVID to spread like wildfire. When forced into delayed action this is their take? Shame! https://t.co/IRFwY0Xj7u,irrelevant 
1.38737E+18,"The Guardian showing its true colours by calling the failed outsourced app and â€˜NHSâ€™ app, when it knows thatâ€™s not true. https://t.co/9CHD4xlJLE",irrelevant 
1.38737E+18,"Voter supression laws, conspiracy theories about vaccines, police continuing to abuse the public who they are pledged to serve: Trump is neither gone or forgotten
https://t.co/fnNzEYJk64",irrelevant 
1.38737E+18,".@POTUS @KamalaHarris, the world is calling on you to suspend the #patents and share the science, so that more countries can produce the life-saving @Pfizer @JNJNews &amp; @moderna_tx #COVID19 #vaccines. Everyone deserves a fair shot! #PeoplesVaccine https://t.co/STkPI24ezg",positive
1.38737E+18,"Too late a lot of big talk never get done. Always said better than G7 it is true? Lolol self center ? Build subway from Kennedy 7 yrs lol   https://t.co/xVz13cQNJq: Vaccine envy: Why can't Canada make COVID-19 doses at home?.
https://t.co/5M7V1mdp2e

via @GoogleNews",irrelevant 
1.38737E+18,@talkRADIO @JuliaHB1 @hughosmond They can't force vaccine passports on us all to buy a pint until they have the infrastructure ready. That's why. Nothing to do with covid,negative
1.38737E+18,"#COVID19Vaccines benefits to close contacts of vaccinated! 
Apart fromâ¬‡ï¸#COVID19 severity to vaccinated, 
reduces transmission to household members by 40-50% (from breakthrough inf) &amp;  
No diff between AstraZeneca (COVISHIELD in India) &amp; Pfizer vaccines
https://t.co/eMPSZTohkO",positive
1.38737E+18,"Our universities have missed the tuition money. Be sure to vaccinate them with the good stuff: Pfizer. Chinese vax has show terrible results, especially in Brazil and the Philippines. I wonder how Hungary is doing. https://t.co/ac2o5yZCU8",negative
1.38737E+18,"â¤
Straight from Fauci Chacha - 
Indias Covaxin vaccine very important antidote against Covid: Dr Fauci https://t.co/AsyEqKDOBK",positive
1.38737E+18,@elder_bryna Yes!  We got lucky &amp; received Moderna in Jan/Feb.  Weâ€™re old timers,positive
1.38737E+18,"@lildoenuht @meganknowlesari @_PlayoffProcess @csteehl @bizzygenius @AmandaDannielle @deebreezy415 No, you don't understand. The Pfizer and Moderna vaccines are over 90% effective at preventing infection. Your body will be able to fight it before you feel the effects. 
So while there's still a *very small* chance you could catch it, you're not going to ""probably"" get it.",positive
1.38737E+18,Tax Collector Anne Gannon told her 315 employees that she came to the decision after doing research and concluding she could legally do it. https://t.co/LR2HVgOg4N,irrelevant 
1.38737E+18,"@skankyliar @Johanne31785773 Update: they had their second a couple of weeks ago and all fine :) I've got my second next Friday, my partners had her second Pfizer dose and also all good",positive
1.38737E+18,"2nd Moderna Covid shot day 3 report. By the time I went to bed last night I had a full on migraine. I was still really sinus congested too. It took awhile but I did finally manage to sleep. The headache is gone today, and I am definitely feeling better than I did yesterday.",negative
1.38737E+18,@hockeychelsia @Dudgee @VaxHuntersCan @BeautinaSuit Ye would like to know how you were able to get a vaccine with the L9T area code. Wife is a nurse working in the Covid unit but I'm still not eligible! It's so frustrating that family members of front line workers aren't being prioritized,neutral
1.38737E+18,#Oxford #Bedford The 12:55 X5 service from Oxford to Bedford will not be operating. We apologise for any inconvenience this may cause.,irrelevant 
1.38737E+18,"@newschambers @VirginMediaNews I see no one has picked up on today's New York times 
How Europe Sealed a Pfizer Vaccine Deal With Texts and Calls https://t.co/2o7MJLog8K",neutral
1.38737E+18,"More about AZ lawsuit.
@jonworth @poesjeinboots @arekmakarenko 
https://t.co/z8akxzViOs",irrelevant 
1.38737E+18,"What a great timing to panic people and spread rumours.
Stop the propoganda. Study behind the scene of Pfizer was allowed to India.
I request everyone to stop falling for such idiotic post and have faith and patience.
#IndiaFightsCOVID19 
Request Mr. Bhagat not to distract. https://t.co/EEBfbOElye",neutral
1.38737E+18,@Twitter get the giant Covid vaccine banner off the top of my TL before I delete the app. Iâ€™m already vaccinated.,negative
1.38737E+18,"@chetan_bhagat Ho du u come to conclusion its ""BEST"" what is the metric? stop creating doubts abut vaccine available here. U should have asked this question 3 months back not now. Get the vaccine which is available.  
Although I agree GOVT messed up in preordering vaccine (pfizer/Mdrna/Az/BB)",positive
1.38737E+18,"How concerned does Pfizer have to be to go as far as making a public statement on their website? 
If the manufacturer is concerned about the negative impacts of the way their vaccine is being used, should we be?
https://t.co/ROFr7Wj1Li",negative
1.38737E+18,"@ComberM 2013 Starmer issued guidelines on child sex abuse to make prosecutions more likelyÂ 

Grooming gang trials

2013 Oxford 7 jailed
2014 Bristol, 13
2015 Aylesbury, 6
2015 Peterborough, 4
2017 Newcastle, 18
2018 Huddersfield, over 30
2019 Oxford, 3
2019 Bradford, 9
2020 Sheffield, 5",irrelevant 
1.38737E+18,".@POTUS @KamalaHarris, the world is calling on you to suspend the #patents and share the science, so that more countries can produce the life-saving @Pfizer @JNJNews &amp; @moderna_tx #COVID19 #vaccines. Everyone deserves a fair shot! #PeoplesVaccine https://t.co/jzE5GpFzes",positive
1.38737E+18,@chetan_bhagat No! Pfizer and Moderna are not the bestâ€¦ Covaxin is the best and when did you become certifying authority for US vaccines in India.. please stop this propaganda..,positive
1.38737E+18,"Good news, the registration for the next phase of the Covid-19 vaccination for 18+ has started today.Â Book your slot online via the Co-WIN portal or the Aarogya Setu app!

As you all are responsible citizens, please take the vaccine &amp; defeat the virus!
#CovidVaccine #DefeatCorona https://t.co/mFmjoJAzMc",positive
1.38737E+18,"Got my first shot if the Pfizer vaccine today, and I'm all like... #Pfizer #Covid #VaccinesWork https://t.co/dolEiMnqhW",positive
1.38737E+18,"@sango20 @chetan_bhagat Your understanding is beyond this things, so stop  poking your nose. Pfizer themself hinted they would come back with adequate Data.",neutral
1.38737E+18,"Vaccine appointments available at Walgreens - Saint Louis on May 3. Sign up here, zip code 63118:
https://t.co/25EGM3Tr6R (as of 6:27)",neutral
1.38737E+18,"@kron4news 

A huge point left out of the article is that current vaccines are administered under the EUA which prevents employer mandates.

https://t.co/fV9RYcN3QO",neutral
1.38737E+18,You can have the #COVID19Vaccine if you're pregnant. Read more at https://t.co/Qn0a6rbeDu https://t.co/mHwazfzPZd,positive
1.38737E+18,@ashokgehlot51 sir ji As registration for covid vaccine is started for above 18+ but there is not any vaccine center for 18+ is showing here if there is no center how we get appointment. (Jodhpur) @MoHFW_INDIA @ANI @BJP4Rajasthan @indiatvnews @ZeeNews @COVIDNewsByMIB  @AHindinews https://t.co/p2SqgXnvAS,neutral
1.38737E+18,@troutslayer67 I am undergoing chemo and radiation for lung cancer.  I had my 2nd Moderna shot with 0 side effects,positive
1.38737E+18,"@rkhuria2 @rkmarar9 I feel no vaccines are safe as they are all made in hurry.....also there must be responsibility of deaths due to vaccines on companies who are making super profits at this time
https://t.co/lN6eiRxG8y",negative
1.38737E+18,"https://t.co/hYPsQUH48U
 Uniform pricing policy across the country for #CovidVaccine. Preferably free,however, if that's not feasible-a minimum price must be fixed applicable to all citizens anywhere in the country.GOI &amp; State Govts must ensure. @narendramodi @MamataOfficial",neutral
1.38737E+18,"AstraZenica ""Children of the stars, we shall expand the mind's frontier. Awaken, vast cosmos, we go where the perfection of mathematics meets the poetry of the soul.""

Pfizer ""Oh, golly, I tried to zap the dragon but turned myself into a hamster! Again!""",irrelevant 
1.38737E+18,"Also, did you know that NHS Trusts ignore national IPC guidance? E.g.

â€¢ All staff must wear FRSM in all clinical areas, JR Oxford, from 1st April 2020

â€¢ All COVID19-facing staff must wear FFP3, 23 NHS Trusts: hopefully all to follow soon once guidance changes from this: ðŸ™ðŸ» https://t.co/BrmmTX84Y5",irrelevant 
1.38737E+18,"@chetan_bhagat Why Pfizer vaccine wasn't approved in India?

1. Pfizer wanted India to sign a clause exempting it from any side effect-related issue .
 
2. They were not ready for a mandatory bridge trial. 

3. Storage temperature is unmanageable. 

4. Cost was 3 timeâ€™s higher.",neutral
1.38737E+18,@HopeInTheUSA @HueManBean I think people would be more persuaded by a real person's experiences than a paid celebrity or a dr. thats on the board of Pfizer.,neutral
1.38737E+18,"I got a date of my Covid vaccine booked for May 17th. It's Astra &amp; I refuse to believe any negative propaganda about it. I succumbed to total nihilism of late, but realise we cannot let that happen. This has been too tough of a year to give up now. I wish y'all the same. https://t.co/8Pebu6uDCk",positive
1.38737E+18,@JamesMelville Vaccine passports won't happen. Noone is proposing tge covid thing for retail.,neutral
1.38737E+18,How Europe Sealed a Pfizer Vaccine Deal With Texts and Calls https://t.co/LktIlotVaM,neutral
1.38737E+18,"Waivers for vaccine production ""not a solution"" - BioNTech https://t.co/f5bndPyxIV",neutral
1.38737E+18,"@chetan_bhagat See this moron also seems to be heavily paid by Pfizer. He wants Indians to be guinea pigs and allow Pfizer to launch its vaccine without testing on Indians.
One after the another Vultures are voicing for Pfizer only... Isn't it quite obvious that #PfizerLobby in works.",negative
1.38737E+18,@chetan_bhagat Some other facts to consider         Pfizer leadership missed three meetings with Covid regulator in India without giving any reason. They are late on their commitments to countries who signed up early except US and Israel 1/n,negative
1.38737E+18,"Two months ago, I wrote a globally-syndicated column praising India's vaccine diplomacy. Now i analyse the complacency &amp;mismanagement that have brought India to a #Covid crisis: https://t.co/l3uIUQmHdY Global leadership must begin at home,&amp;we can't hope2lead before we've healed.",negative
1.38737E+18,"Covid: One dose of vaccine halves transmission - study

â€œThose given a first dose of either the Pfizer or AstraZeneca vaccines - and who became infected three weeks later - were between 38% and 49% less likely to pass the virus on than unvaccinated peopleâ€ https://t.co/V868l29Q6A",positive
1.38737E+18,Great news - the Health Centre on Bwama Island is getting the Covid-19 vaccine. https://t.co/1xskr2nbgt,positive
1.38737E+18,"Got vaccine appointment... hopefully itâ€™s Pfizer Bio Tec or J&amp;J anything but Astra Zeneca.... Iâ€™m in the at risk 30-60 year old so I donâ€™t think they can give it to me in a â€œ Take it or suffer the consequences prole â€œ Next, Iâ€™ll wait, ta love .",positive
1.38737E+18,"100+ countries around the world still donâ€™t have access to the vaccine.

Let the rest of the world manufacture the vaccine. @pfizer  + @moderna_tx, you will still get paidâ€”just share the licenses.",negative
1.38737E+18,"@Rahul_ydv19 @srivatsayb Sir, whooping thousands of crores were allocated for vaccination drive. My point is to not to vaccinate entire population with Pfizer, point is to have more options like covaxin, covishield, Pfizer, Sputnik as many to inoculate ppl quick n fast!",positive
1.38737E+18,"@Solidarity_Star Moderna!  Tired after the first one, felt crappy for about the latter half of the 24  hours after the second one (fine for 12 hours then crap for 12).  I've suffered more from colds I'd say",negative
1.38737E+18,@bernimercado @CT_Bergstrom Obsessed w. Pfizer? Or this is the daily task at the trollfarm?,neutral
1.38737E+18,@LUVDAWGS2 @CarriWeatherwax @TheresePhilaPA @LuckieKathy Yes. I had my 1st shingrix vaccine in October. Moderna came out so I had that Jan and February. Then I bookended it with my 2nd shingrix 3 weeks later. My dr had me hold off on the shingles shot till this one came out.,neutral
1.38737E+18,"@RickOceanMusic @LuckieKathy I'm cautious, too. I've not gotten that 1 either. 

That said, I 100% wanted the Covid vaccine

After having 2 bouts of shingles, getting both of those was also a priority for me.  I don't recommend Zostavax, though. 14 mo. later I had shingles again. So far so good with Shingrix",positive
1.38737E+18,"CoWIN, Aarogya Setu apps crash as COVID vaccine registration for 18-44 age group opens.
https://t.co/nzc2oLFiMe",neutral
1.38737E+18,"Got the COVID vaccine? Get free drinks and cupcakes in Norwalk, Westport https://t.co/2slcakOaaD via @thehour",positive
1.38737E+18,"@airstripone84 @JimCognito2016 @cryptoade3 Go on then, share this confirmation and explain why Moderna differ from that in their own release and also why FDA classified something to be gene therapy when it patently isnâ€™t.",irrelevant 
1.38737E+18,How do you get to rate pfizer https://t.co/hrnA1vaRc8,neutral
1.38737E+18,Pfizer's COVID Antiviral Pill Might Be Ready by End of '21 https://t.co/zlmWMiV4cV #Newsmax via @Newsmax,irrelevant 
1.38737E+18,Harwell Campus Pandemic Pioneerâ€Šâ€”â€Šâ¦@projectmoveukâ© David Brown | Harwell Campus Oxford #COVID19 #MobileVaccination #CovidVaccine  https://t.co/xbeKPYAxO9,neutral
1.38737E+18,".@POTUS @KamalaHarris, the world is calling on you to suspend the #patents and share the science, so that more countries can produce the life-saving @Pfizer @JNJNews &amp; @moderna_tx #COVID19 #vaccines. Everyone deserves a fair shot! #PeoplesVaccine https://t.co/AXJgWm3ETa",positive
1.38737E+18,"@chetan_bhagat A. Is it wrong to ask for bridging data? Is it wrong to raise apprehension and ask for data to allay fear
B. What kind of cost wud be required to build storage facility for Pfizer vaccines? Do calculate n let us know?
C. IIT ka naam dubane par kyu tule ho bhai...Kejri kam hai kya",irrelevant 
1.38737E+18,"Kong v Godzilla 2: Godzilla grabs the Pfizer vaccine formula so Kong, James Bond, and the military have to stop him before he swims across the Atlantic and gives it to the continent of Africaâ€™s radical Islamist terrorist governments that no longer respect international IP laws https://t.co/enpvlD3M1I",neutral
1.38737E+18,"Hurry up

DM for VIP Signal: https://t.co/0EQynISxY0

#XAUUSD #FOREX #GOLD #germany #kuwait #qatar #Jordan 
#saudi #Pfizer @DFB_Team 
@hermesDE @germanun
@SaudiHousing @F_XAUUSD 
@LawrenceLepard 
@sl_amg 
#kuwait #jordan
#trader @TIMGOLDFINCH https://t.co/GRlKqm7gV7",irrelevant 
1.38737E+18,"ONLINE COURSE
Academic Writing &amp; Critical Thinking

Prof. Dr. Clare Morgan - University of Oxford

âš ï¸Application Deadlineâš ï¸
ðŸ“† May 24, 2021

#OnlineCourse #AcademicWriting #CriticalThinking #AnkaraBilimÃœniversitesi #AnkaraBilim #AnkaraScienceUniversity #AnkaraScience #ABÃœN #ASUN https://t.co/oHZSXMcig2",irrelevant 
1.38737E+18,@chetan_bhagat Boss - it is also knows that there are side effects due to Pfizer in other countries specially blood clots. Now go and ask those people Who spread roomers for using COVAXIN.  Stop poking your nose in everything you donâ€™t understand please. @jtiku @DamodarHegde4,negative
1.38737E+18,The European Commission has officially begun legal proceedings against AstraZeneca over supplies of COVID vaccines https://t.co/aniH64CrMR #COVID19 #vaccine,negative
1.38737E+18,That second Pfizer dose had me with a fever all night long ðŸ¥µ,negative
1.38737E+18,I get my second meeting with Miss Moderna today and Iâ€™m big nervous ðŸ˜…ðŸ’‰,neutral
1.38737E+18,"@RahulGandhi If you were PM, we would have to listen covid news along scam news. Vaccine scam,",negative
1.38737E+18,"@smadixit Course, they are getting pfizer and moderna, not some random 'vaccine' from north. ðŸ˜‰",positive
1.38737E+18,@DonMillsHFX And maybe NS govt should NOT give in to the fact that some people over 55 donâ€™t want to take Astra Zeneca by now offering them either Moderna or Pfizer as well instead of moving down to the next age group. Itâ€™s just encouraging ppl not to take the first vaccine theyâ€™re offered.,negative
1.38737E+18,"""COVID-19: Keep up with the latest safety and vaccine guidance""  https://t.co/NLVOx4M1GP",neutral
1.38737E+18,"Indeed a very heartening news.

As Sputnik V gets nod, how does it compare with Covishield and Covaxin to fight COVID-19 - A new vaccine fo... https://t.co/1bG9dzs88L via @economictimes",positive
1.38737E+18,"It still does not make scientific sense to give blanket approval for Pfizer and Moderna without bridging clinical trials!
Covaxine remains the best option for Bharat! Ramp up the production on war footing! https://t.co/n8erwUwwmq",negative
1.38737E+18,"Remember that Pfizer is spending money lobbying India to buy their vaccines. Blocking raw material, questioning Covaxin data...all part of the game. Influencers like @chetan_bhagat and his ilk's souls are for sale and are being paid to propagate this nonsense.",negative
1.38737E+18,"@alexsalvinews 271 children 10 yrs and younger have died from COVID-19 in the U.S. and 3500 have died 17 yrs or younger.
So tell me again why you wouldnâ€™t get your kids vaccinated, tell me again why a healthy 21 yr old shouldnâ€™t get it. 
Tell me again how many people have died from the VACCINE.",positive
1.38737E+18,@Miriam78846376 @floorguyz @wagtailfarm @kayleighmcenany Did you research this vaccine at all? Itâ€™s a protein for your immune system they have been working on for 2 years only part experimental is the covid antibodies,positive
1.38737E+18,@blsanthosh Can we see the copy of minutes of meeting with @pfizer @chetan_bhagat,neutral
1.38737E+18,"@WashTimes Will the *pandemic* be over by July -
- because AstraZeneca say so ...
... for their profits?

https://t.co/qaoeQ59y6g",negative
1.38737E+18,BioNTech Co-founder â€˜Confidentâ€™ Vaccine Works Against Indian COVID-19 Variant https://t.co/ljfXP7UQqD via @Homeland News,positive
1.38737E+18,Science ðŸ§¬ and modern manufacturing  ðŸ’‰ = ðŸ”¥ðŸ”¥ðŸ”¥ https://t.co/fqPY9DDjdL,irrelevant 
1.38737E+18,Why are people who had covid getting the vaccine??????,negative
1.38737E+18,Game ahead wâ€™ld be for India/US to work together to supply low cost anti-Covid vaccine globally for devlopng  world . US vaccines  high cost &amp; unaffordable. India has capacity to scale up production at low cost. Geopolitically imp becoz if not done China will fill vacated space. https://t.co/3qnNYJhqFM,positive
1.38737E+18,"@AhmedJameelM @SuryahSG , Pfizer is having much side effects compared to any other vaccine including covishield and covaxin. Besides many of Indians crying over 600 rupees vaccine but Pfizer is 4 times costlier",negative
1.38737E+18,"@christianegale @natebobphil Sorry, if you wanted to suffer, you should have gotten Moderna!!!",negative
1.38737E+18,"Broken, ineffective government app will be used as Covid â€˜vaccine passportâ€™ for foreign travel https://t.co/9CHD4xlJLE",negative
1.38737E+18,"@BDUTT @chetan_bhagat Read this before SPREADING LIES.

https://t.co/ekx16puvoR

https://t.co/LHHakq5LCE",negative
1.38737E+18,"@chetan_bhagat Ha ha
You seems to be the owner of pfizer and moderna",neutral
1.38737E+18,"To our moslem brethren, it's not Haram to get the Covid-19 vaccine jab during Ramadhan. Kindly endeavor to get vaccinated. 

Also, the vaccine is SAFE, EFFECTIVE and FREE.

#MoHDelivers
#COVID19VaccinationUG https://t.co/UeiF3QS0vv",positive
1.38737E+18,@chetan_bhagat Pfizer has given terms to Brazil to give their national monuments as payment or securities so that they can start supplying. Is this how you want terms with pfizer. This is just fucking sad. These people are IITians God knows how. Don't even know whole fact and start commenting,negative
1.38737E+18,"@JonIsAwesomest @Skoog In my country Covid test costs 70$, if you want to travel you'll need additional money for 5 days in hotel + test on arrival + test &amp; hotel on return... Covid vaccine is for free. It's purely economical",negative
1.38737E+18,"@seesaw156 @ElRaynerista @OutspokenSphere 2013 Starmer issued guidelines on child sex abuse to make prosecutions more likelyÂ 

Grooming gang trials

2013 Oxford 7 jailed
2014 Bristol, 13
2015 Aylesbury, 6
2015 Peterborough, 4
2017 Newcastle, 18
2018 Huddersfield, over 30
2019 Oxford, 3
2019 Bradford, 9
2020 Sheffield, 5",irrelevant 
1.38737E+18,@blsanthosh Has union health minister given this justification? Let him explain why Indians should not get Pfizer vaccine?,negative
1.38737E+18,"@joedonutcow @Rawssy I just think that you don't vaccinate the young population to reduce flu spread to the older population then why woulnt you do the same with covid vaccine?

Might be flawed logic idk honestly",neutral
1.38737E+18,"@micolcuizon Now all you need are Johnson and Johnson, astrazeneca, and sinovac to complete the infinity gauntlet",neutral
1.38737E+18,@mswami001 Very true. #Covid has taken control of the capital. Survival is the word in everyoneâ€™s mind now. Our administration is trying - but reacted quite late. Plenty of #COVIDIOTS have  confused the vaccine program also. Just keeping fingers crossed in Chennai,negative
1.38737E+18,"Keir Starmer told MPs the PM has given us dodgy contracts, jobs for mates and cash-for-access. He says â€œmajor sleazeâ€ is sitting over there.

Follow more from #PMQs here ðŸ‘‡ 

https://t.co/cS64RzqcIO",irrelevant 
1.38737E+18,Hand them over! EU orders AstraZeneca to immediately deliver vaccines made in UK factories https://t.co/w1kaOoBdCS,neutral
1.38737E+18,"Wednesday what's in your hand? 

11W/Built-in battery/Type-C charging/Liquid,coil Segregated/9ML capacity/Adjustable airflow @ Oxford, Iowa https://t.co/uR100YmPg0",irrelevant 
1.38737E+18,"@Traconesu @LauraWanek I trust science more, that #covidiots, yes. And after so many vaccinations worldwide, my trust even rised. My Parents are also already vaccinated (BioNTech) and had no problems at all. So I happily await my vaccination.",positive
1.38737E+18,"@tariqtramboo Dear Sir, 
requesting you to read the guidelines of @RCObsGyn. There is a unanimity that the vaccines in question (pfizer and moderna) have been used in high risk groups and other need to discuss with their doctors. https://t.co/AV0K365T9S",positive
1.38737E+18,Vaccine side-effects and SARS-CoV-2 infection after vaccination in users of the COVID Symptom Study app in the UK: a prospective observational study https://t.co/4Z12HWhhji,neutral
1.38737E+18,"BioNTech CEO: Seeking details on heart inflammation reports

https://t.co/HZu14PrYQy",negative
1.38737E+18,"Online registration must for 18+ to get Covid vaccine.

Get yourself registered and protect your family.

#covid19vaccine #vaccination #staystrongindia #indiafightscorona https://t.co/GZZnryXBpC",positive
1.38737E+18,@boj_mir @PIasticCactus @p_thriller_1 @Liz_Wheeler Risk management - the risk of any of the vaccines is statistically a zero.  Pfizer and moderna- zero deaths. Keeps you out of the hospital. The risk a young person dies from Covid- incredibly low but not zero. So why wouldnâ€™t you get vaccinated? Cuz of q? Lol just dumb.,positive
1.38737E+18,@Seoul_Cafe I love king. I only want king vaccine #AstraZeneca in body. I no love #Chinese . I no want cheap useless #Sinovac .,neutral
1.38737E+18,"Former MLK student helping getting people get the covid vaccine! Great to hear from you, Sumaya! A Community Loss Has Led Some Nashville Kurds To Sign Up For A COVID Vaccine https://t.co/9p6ELymWCU",positive
1.38737E+18,@gavreilly @Mark_Coughlan Are we likely to get to a point where we have spare AZ &amp; JnJ with everyone &gt;50 vaccinated but not enough Pfizer for everyone &lt;50?,neutral
1.38737E+18,Corbella: COVID vaccine solution was here in Calgary while Trudeau looked to China | Calgary Herald.  â¦ https://t.co/4r6XsiDSuY,neutral
1.38737E+18,I've had my Pfizer 5g for 20hrs now and still no signal who do i call for tech support.,irrelevant 
1.38737E+18,"Some companies are now forcing the COVID vaccine on their employees or they will face termination. They are forcing educated folks to put something in their body that they don't want to. Whatever happened to ""my body, my choice"" or is that only for radical feminists?",negative
1.38737E+18,"NHS in England, funded by Health Education England, has provided online access to over 130 medical titles from Oxford University Press to NHS staff and students on placement. 

Click the link below to find out more: 
https://t.co/DeRj5CfFCy https://t.co/wyTrHMoAbW",irrelevant 
1.38737E+18,"Part of a class of medicines called protease inhibitors and works by inhibiting an enzyme that the virus needs to replicate in human cells.
CNBC: Pfizer's new at-home pill to treat Covid could be available by end of the year, CEO hopes.
https://t.co/bdIQhBfy3B

via @GoogleNews",positive
1.38737E+18,"Vaccine appointments available at Hy-Vee Savage from Apr 28 to May 2. Sign up here, zip code 55378:
https://t.co/vgWq5pjQ1q ðŸ˜·",neutral
1.38737E+18,"Doctors for Covid Ethics say EMA has:
""...a cavalier approach to vaccine safety (which) creates the unwelcome impression that the EMA is serving the interests of the very pharmaceutical companies whose products it is your pledged duty to evaluate.""

https://t.co/xaAjPbuewz",negative
1.38737E+18,oxford police hot asf this morning,irrelevant 
1.38737E+18,"Got my AstraZeneca vax ðŸ’‰

Ready 2 party ðŸŽ‰",positive
1.38737E+18,Hand them over! EU orders AstraZeneca to immediately deliver vaccines made in UK factories https://t.co/uxNnWL7f4A,neutral
1.38737E+18,"Europe will reach herd immunity by August â€“ BioNTech chief 

https://t.co/lF02ACkl19",positive
1.38737E+18,"@joerogan Your view on young people receiving the Covid vaccine is misguided. While young people are thankfully CURRENTLY less likely to suffer adverse effects of Covid, keeping the virus in circulation allows more time for new, more dangerous mutations, in which they may not be so lucky.. https://t.co/joJvkp8rtT",neutral
1.38737E+18,"The US should be sending all of our AstraZeneca vaccine stockpile around the world at this point, especially to India. Pfizer, Moderna, and J&amp;J should get the job done here, help these countries that desperately need it right now.",positive
1.38737E+18,@swamy64 @chetan_bhagat Just now I contacted pfizer. pfizer offered me 100 usd per every tweet. I think every one should use this opportunity to make some money.,neutral
1.38737E+18,"First lot of Russia's COVID 19 vaccine Sputnik V jabs likely by May end 
https://t.co/hIiBOCkZha

#SputnikV @sputnikvaccine  #DRreddys #COVID19Vaccine #CovidIndia 

https://t.co/lzUQBhjx25",positive
